city,utc_adjust
kuala_lumpur,8
waypoint,lon,lat
transit,101.16396040044458,4.465809487263389
transit,101.16147090874723,4.4744217163468445
transit,101.15898135887475,4.4830339349387405
transit,101.1564917507134,4.491646143018653
transit,101.15400208414943,4.5002583405661625
transit,101.1515123590691,4.508870527560845
transit,101.14902257535863,4.517482703982278
transit,101.14653273290426,4.526094869810036
transit,101.14404283159222,4.534707025023693
transit,101.14155287130868,4.543319169602823
transit,101.13906285193985,4.551931303526992
transit,101.13657277337194,4.560543426775776
transit,101.13408263549111,4.569155539328738
transit,101.13159243818352,4.5777676411654475
transit,101.12910218133531,4.586379732265473
transit,101.12661186483265,4.594991812608375
transit,101.12412148856168,4.603603882173716
transit,101.1216310524085,4.612215940941063
transit,101.11914055625925,4.6208279888899675
WP2,101.11665,4.629440026
transit,101.1116365630793,4.636796143776513
transit,101.10662302244353,4.6441522244408215
transit,101.10160937792581,4.6515082679331075
transit,101.09659562935923,4.658864274193555
transit,101.09158177657683,4.6662202431623365
transit,101.08656781941173,4.673576174779622
transit,101.08155375769694,4.680932068985579
transit,101.07653959126552,4.688287925720372
transit,101.07152531995051,4.695643744924158
transit,101.06651094358493,4.702999526537091
transit,101.0614964620018,4.710355270499322
transit,101.05648187503412,4.717710976750996
transit,101.05146718251487,4.725066645232254
transit,101.04645238427705,4.732422275883232
transit,101.04143748015362,4.739777868644067
transit,101.03642246997754,4.747133423454884
transit,101.03140735358177,4.7544889402558095
transit,101.02639213079924,4.761844418986961
transit,101.02137680146286,4.769199859588455
transit,101.01636136540559,4.776555262000405
transit,101.0113458224603,4.783910626162916
transit,101.00633017245991,4.791265952016091
transit,101.00131441523729,4.7986212395000285
transit,100.99629855062533,4.8059764885548235
transit,100.99128257845688,4.813331699120564
transit,100.98626649856479,4.820686871137338
transit,100.9812503107819,4.828042004545224
transit,100.97623401494107,4.835397099284299
transit,100.97121761087509,4.842752155294637
transit,100.96620109841678,4.850107172516305
transit,100.96118447739893,4.857462150889367
transit,100.95616774765435,4.864817090353879
transit,100.9511509090158,4.872171990849901
transit,100.94613396131604,4.87952685231748
transit,100.94111690438784,4.886881674696663
transit,100.93609973806393,4.894236457927489
transit,100.93108246217706,4.90159120195
transit,100.92606507655992,4.908945906704224
transit,100.92104758104526,4.916300572130192
transit,100.91602997546576,4.923655198167927
transit,100.91101225965411,4.931009784757447
transit,100.90599443344298,4.938364331838769
transit,100.90097649666505,4.945718839351901
transit,100.89595844915297,4.953073307236853
transit,100.89094029073938,4.960427735433622
transit,100.88592202125692,4.967782123882206
transit,100.8809036405382,4.9751364725226
transit,100.87588514841583,4.982490781294788
transit,100.87086654472243,4.989845050138756
transit,100.86584782929059,4.997199278994483
transit,100.86082900195285,5.0045534678019425
transit,100.8558100625418,5.011907616501104
transit,100.85079101089,5.019261725031936
transit,100.84577184682999,5.026615793334395
transit,100.8407525701943,5.033969821348438
transit,100.83573318081544,5.041323809014019
transit,100.83071367852591,5.0486777562710845
transit,100.82569406315825,5.056031663059574
transit,100.8206743345449,5.063385529319429
transit,100.81565449251838,5.070739354990583
transit,100.81063453691111,5.078093140012962
transit,100.80561446755557,5.085446884326492
transit,100.80059428428419,5.092800587871093
transit,100.7955739869294,5.100154250586678
transit,100.79055357532363,5.1075078724131595
transit,100.78553304929926,5.114861453290442
transit,100.78051240868871,5.122214993158427
transit,100.77549165332434,5.129568491957011
transit,100.77047078303855,5.136921949626085
transit,100.76544979766366,5.1442753661055365
transit,100.76042869703207,5.151628741335249
transit,100.75540748097607,5.1589820752551
transit,100.75038614932802,5.166335367804962
transit,100.74536470192022,5.173688618924702
transit,100.74034313858496,5.1810418285541875
transit,100.73532145915455,5.188394996633275
transit,100.73029966346127,5.19574812310182
transit,100.72527775133736,5.20310120789967
transit,100.7202557226151,5.210454250966674
transit,100.71523357712671,5.217807252242666
transit,100.71021131470445,5.2251602116674905
transit,100.70518893518053,5.232513129180969
transit,100.70016643838714,5.2398660047229315
transit,100.6951438241565,5.247218838233202
transit,100.6901210923208,5.254571629651592
transit,100.68509824271219,5.261924378917918
transit,100.68007527516284,5.269277085971983
transit,100.6750521895049,5.276629750753591
transit,100.6700289855705,5.283982373202538
transit,100.66500566319176,5.291334953258619
transit,100.65998222220082,5.298687490861622
transit,100.65495866242978,5.306039985951327
transit,100.6499349837107,5.313392438467513
transit,100.64491118587567,5.320744848349955
transit,100.63988726875677,5.3280972155384205
transit,100.63486323218602,5.335449539972675
transit,100.6298390759955,5.342801821592474
transit,100.62481480001722,5.350154060337575
transit,100.6197904040832,5.3575062561477225
transit,100.61476588802545,5.364858408962666
transit,100.60974125167596,5.3722105187221425
transit,100.60471649486671,5.379562585365886
transit,100.59969161742966,5.386914608833628
transit,100.59466661919677,5.394266589065092
WP3,100.5896415,5.401618526
transit,100.5813445401226,5.398777679035525
transit,100.57304765748664,5.395936718513381
transit,100.56475085205356,5.393095644494695
transit,100.55645412378486,5.390254457040593
transit,100.54815747264199,5.3874131562122045
transit,100.53986089858641,5.384571742070661
transit,100.53156440157957,5.381730214677086
transit,100.52326798158292,5.378888574092612
transit,100.51497163855791,5.376046820378368
transit,100.50667537246598,5.373204953595482
transit,100.49837918326854,5.370362973805085
transit,100.49008307092704,5.367520881068305
transit,100.48178703540292,5.364678675446276
transit,100.47349107665755,5.361836357000125
transit,100.46519519465238,5.358993925790986
transit,100.4568993893488,5.356151381879984
transit,100.44860366070824,5.353308725328258
transit,100.44030800869207,5.3504659561969365
transit,100.43201243326168,5.347623074547148
transit,100.42371693437848,5.344780080440028
transit,100.41542151200383,5.341936973936709
transit,100.40712616609913,5.339093755098322
transit,100.39883089662574,5.336250423986
transit,100.39053570354503,5.3334069806608735
transit,100.38224058681836,5.330563425184082
transit,100.37394554640707,5.327719757616753
transit,100.36565058227255,5.324875978020024
transit,100.35735569437612,5.322032086455028
transit,100.34906088267914,5.319188082982897
transit,100.34076614714292,5.316343967664767
transit,100.33247148772882,5.313499740561776
transit,100.32417690439816,5.310655401735053
transit,100.31588239711225,5.307810951245737
transit,100.30758796583241,5.304966389154963
transit,100.29929361051997,5.302121715523866
transit,100.29099933113622,5.299276930413582
transit,100.28270512764246,5.296432033885248
WP4,100.274411,5.293587026
transit,100.27692121572846,5.284947654341158
transit,100.27943136189771,5.276308270128779
transit,100.28194143862395,5.267668873383704
transit,100.28445144602334,5.2590294641267725
transit,100.28696138421206,5.250390042378823
transit,100.28947125330627,5.241750608160693
transit,100.2919810534221,5.233111161493218
transit,100.29449078467569,5.224471702397231
transit,100.29700044718314,5.215832230893566
transit,100.29951004106057,5.207192747003053
transit,100.30201956642406,5.198553250746522
transit,100.30452902338972,5.189913742144798
transit,100.3070384120736,5.18127422121871
transit,100.30954773259175,5.172634687989083
transit,100.31205698506024,5.163995142476737
transit,100.31456616959508,5.155355584702496
transit,100.31707528631232,5.146716014687179
transit,100.31958433532795,5.138076432451605
transit,100.32209331675796,5.129436838016594
transit,100.32460223071836,5.120797231402956
transit,100.32711107732511,5.112157612631509
transit,100.32961985669418,5.103517981723063
transit,100.33212856894153,5.094878338698431
transit,100.33463721418308,5.086238683578423
transit,100.33714579253477,5.077599016383843
transit,100.33965430411253,5.068959337135502
transit,100.34216274903224,5.060319645854201
transit,100.3446711274098,5.051679942560748
transit,100.3471794393611,5.043040227275942
transit,100.34968768500201,5.034400500020585
transit,100.35219586444838,5.025760760815474
transit,100.35470397781607,5.017121009681407
transit,100.3572120252209,5.008481246639183
transit,100.35972000677872,4.999841471709591
transit,100.3622279226053,4.991201684913431
transit,100.36473577281647,4.982561886271489
transit,100.36724355752803,4.973922075804558
transit,100.36975127685574,4.965282253533426
transit,100.37225893091536,4.956642419478879
transit,100.37476651982267,4.948002573661705
transit,100.3772740436934,4.9393627161026865
transit,100.37978150264328,4.930722846822606
transit,100.38228889678804,4.922082965842248
transit,100.38479622624338,4.91344307318239
transit,100.38730349112501,4.904803168863809
transit,100.38981069154862,4.896163252907287
transit,100.39231782762987,4.887523325333594
transit,100.39482489948443,4.8788833861635075
transit,100.39733190722797,4.870243435417798
transit,100.39983885097611,4.86160347311724
transit,100.4023457308445,4.852963499282601
transit,100.40485254694875,4.84432351393465
transit,100.40735929940448,4.835683517094153
transit,100.40986598832728,4.827043508781877
transit,100.41237261383273,4.818403489018586
transit,100.41487917603644,4.8097634578250394
transit,100.41738567505392,4.801123415222004
transit,100.41989211100078,4.792483361230237
transit,100.42239848399252,4.783843295870497
transit,100.42490479414471,4.77520321916354
transit,100.42741104157284,4.766563131130122
transit,100.42991722639245,4.757923031790999
transit,100.432423348719,4.749282921166923
transit,100.43492940866801,4.740642799278644
transit,100.43743540635495,4.732002666146916
transit,100.43994134189529,4.723362521792482
transit,100.44244721540448,4.714722366236092
transit,100.44495302699798,4.706082199498494
transit,100.4474587767912,4.697442021600429
transit,100.44996446489958,4.688801832562642
transit,100.45247009143853,4.680161632405875
transit,100.45497565652344,4.671521421150867
transit,100.45748116026972,4.662881198818358
transit,100.45998660279275,4.654240965429086
transit,100.46249198420789,4.645600721003786
transit,100.46499730463051,4.636960465563193
transit,100.46750256417596,4.628320199128039
transit,100.47000776295955,4.619679921719062
transit,100.47251290109665,4.611039633356986
transit,100.47501797870255,4.602399334062545
transit,100.47752299589257,4.593759023856464
transit,100.480027952782,4.585118702759472
transit,100.48253284948612,4.576478370792293
transit,100.48503768612021,4.567838027975652
transit,100.48754246279954,4.559197674330269
transit,100.49004717963936,4.5505573098768695
transit,100.49255183675491,4.541916934636172
transit,100.49505643426144,4.533276548628894
transit,100.49756097227416,4.524636151875753
transit,100.50006545090828,4.515995744397465
transit,100.50256987027902,4.507355326214745
transit,100.50507423050155,4.498714897348309
transit,100.50757853169105,4.490074457818864
transit,100.51008277396272,4.481434007647124
transit,100.51258695743171,4.4727935468538
transit,100.51509108221315,4.464153075459594
transit,100.5175951484222,4.455512593485217
transit,100.520099156174,4.446872100951376
transit,100.52260310558364,4.438231597878771
transit,100.52510699676625,4.42959108428811
transit,100.52761082983695,4.4209505602000885
transit,100.53011460491079,4.412310025635412
transit,100.53261832210288,4.403669480614776
transit,100.53512198152828,4.395028925158879
transit,100.53762558330205,4.386388359288419
transit,100.54012912753923,4.377747783024089
transit,100.54263261435489,4.369107196386585
transit,100.54513604386402,4.360466599396596
transit,100.54763941618167,4.351825992074816
transit,100.55014273142284,4.343185374441935
transit,100.55264598970253,4.33454474651864
transit,100.55514919113573,4.325904108325621
transit,100.5576523358374,4.317263459883561
transit,100.56015542392257,4.308622801213148
transit,100.56265845550614,4.299982132335064
transit,100.56516143070309,4.29134145326999
transit,100.56766434962834,4.2827007640386086
transit,100.57016721239685,4.2740600646616
transit,100.57267001912352,4.265419355159642
transit,100.57517276992327,4.256778635553414
transit,100.57767546491101,4.2481379058635875
transit,100.58017810420161,4.2394971661108425
transit,100.58268068790997,4.230856416315849
transit,100.58518321615097,4.22221565649928
transit,100.58768568903945,4.2135748866818075
transit,100.59018810669028,4.204934106884102
transit,100.59269046921828,4.19629331712683
transit,100.59519277673833,4.187652517430662
transit,100.59769502936523,4.17901170781626
transit,100.60019722721378,4.170370888304292
transit,100.60269937039881,4.1617300589154205
transit,100.6052014590351,4.15308921967031
transit,100.60770349323745,4.14444837058962
transit,100.61020547312063,4.1358075116940105
transit,100.61270739879942,4.1271666430041405
transit,100.61520927038855,4.118525764540668
transit,100.6177110880028,4.109884876324249
transit,100.62021285175689,4.101243978375539
transit,100.62271456176556,4.092603070715192
transit,100.62521621814354,4.083962153363863
transit,100.62771782100552,4.075321226342201
transit,100.63021937046621,4.066680289670856
transit,100.63272086664031,4.058039343370478
transit,100.6352223096425,4.049398387461716
transit,100.63772369958747,4.040757421965217
transit,100.64022503658985,4.032116446901626
transit,100.64272632076433,4.023475462291587
transit,100.64522755222553,4.014834468155744
transit,100.64772873108812,4.006193464514738
transit,100.6502298574667,3.9975524513892142
transit,100.65273093147592,3.988911428799806
transit,100.65523195323034,3.980270396767158
transit,100.65773292284462,3.9716293553119044
transit,100.6602338404333,3.962988304454682
transit,100.66273470611101,3.9543472442161276
transit,100.66523551999231,3.9457061746168716
transit,100.66773628219174,3.937065095677551
transit,100.67023699282387,3.9284240074187946
transit,100.67273765200328,3.919782909861235
transit,100.67523825984446,3.9111418030254987
transit,100.67773881646197,3.9025006869322167
transit,100.68023932197032,3.8938595616020164
transit,100.68273977648403,3.885218427055523
transit,100.68524018011759,3.8765772833133605
transit,100.6877405329855,3.867936130396153
transit,100.69024083520225,3.859294968324524
transit,100.69274108688231,3.850653797119093
transit,100.69524128814015,3.842012616800483
transit,100.69774143909024,3.833371427389311
transit,100.70024153984701,3.824730228906196
transit,100.70274159052492,3.8160890213717553
transit,100.70524159123839,3.8074478048066043
transit,100.70774154210186,3.798806579231359
transit,100.71024144322972,3.790165344666629
transit,100.7127412947364,3.781524101133032
transit,100.71524109673629,3.7728828486511756
transit,100.71774084934378,3.7642415872416732
transit,100.72024055267325,3.7556003169251313
transit,100.72274020683908,3.7469590377221595
transit,100.72523981195562,3.7383177496533655
transit,100.72773936813724,3.7296764527393518
transit,100.73023887549827,3.7210351470007286
transit,100.73273833415307,3.7123938324580954
transit,100.73523774421595,3.703752509132056
transit,100.73773710580124,3.6951111770432115
transit,100.74023641902326,3.6864698362121655
transit,100.74273568399632,3.677828486659513
transit,100.74523490083469,3.6691871284058553
transit,100.74773406965268,3.6605457614717887
transit,100.75023319056457,3.65190438587791
transit,100.75273226368462,3.643263001644813
transit,100.7552312891271,3.6346216087930916
transit,100.75773026700627,3.6259802073433427
transit,100.76022919743636,3.6173387973161546
transit,100.76272808053162,3.6086973787321175
transit,100.76522691640628,3.6000559516118256
transit,100.76772570517456,3.5914145159758624
transit,100.77022444695068,3.58277307184482
transit,100.77272314184884,3.574131619239283
transit,100.77522178998323,3.565490158179837
transit,100.77772039146807,3.556848688687067
transit,100.7802189464175,3.5482072107815568
transit,100.78271745494571,3.5395657244838894
transit,100.78521591716688,3.5309242298146435
transit,100.78771433319515,3.5222827267944052
transit,100.79021270314469,3.5136412154437484
transit,100.79271102712961,3.504999695783254
transit,100.79520930526407,3.4963581678335
transit,100.79770753766218,3.487716631615061
transit,100.80020572443806,3.4790750871485145
transit,100.80270386570581,3.470433534454433
transit,100.80520196157956,3.46179197355339
transit,100.80770001217338,3.4531504044659584
transit,100.81019801760137,3.4445088272127107
transit,100.81269597797758,3.435867241814216
transit,100.81519389341612,3.4272256482910426
transit,100.81769176403104,3.4185840466637623
transit,100.82018958993638,3.4099424369529365
transit,100.82268737124619,3.4013008191791383
transit,100.82518510807452,3.392659193362928
transit,100.82768280053538,3.3840175595248736
transit,100.83018044874282,3.375375917685536
transit,100.83267805281086,3.3667342678654775
transit,100.83517561285348,3.358092610085261
transit,100.83767312898469,3.349450944365446
transit,100.8401706013185,3.3408092707265924
transit,100.84266802996888,3.3321675891892584
transit,100.8451654150498,3.323525899774002
transit,100.84766275667526,3.314884202501379
transit,100.85016005495919,3.3062424973919446
transit,100.85265731001557,3.2976007844662547
transit,100.85515452195834,3.2889590637448634
transit,100.85765169090143,3.2803173352483213
transit,100.86014881695878,3.2716755989971817
transit,100.86264590024433,3.2630338550119937
transit,100.86514294087198,3.2543921033133096
transit,100.86763993895563,3.245750343921676
transit,100.87013689460922,3.237108576857644
transit,100.87263380794663,3.228466802141756
transit,100.87513067908172,3.219825019794561
transit,100.87762750812841,3.2111832298366045
transit,100.88012429520056,3.2025414322884296
transit,100.88262104041203,3.19389962717058
transit,100.8851177438767,3.1852578145035957
transit,100.88761440570839,3.176615994308023
transit,100.89011102602097,3.1679741666043983
transit,100.89260760492829,3.1593323314132618
transit,100.89510414254414,3.1506904887551532
transit,100.89760063898237,3.14204863865061
transit,100.9000970943568,3.133406781120168
transit,100.90259350878122,3.1247649161843647
transit,100.90508988236945,3.116123043863733
transit,100.90758621523527,3.1074811641788096
transit,100.91008250749249,3.0988392771501245
transit,100.91257875925487,3.0901973827982125
transit,100.9150749706362,3.0815554811436043
transit,100.91757114175023,3.0729135722068293
transit,100.92006727271072,3.0642716560084198
transit,100.92256336363145,3.0556297325689004
transit,100.92505941462615,3.046987801908803
transit,100.92755542580855,3.038345864048651
transit,100.93005139729239,3.029703919008973
transit,100.9325473291914,3.021061966810293
transit,100.93504322161928,3.0124200074731347
transit,100.93753907468977,3.0037780410180224
transit,100.94003488851655,2.995136067465479
transit,100.94253066321333,2.9864940868360255
transit,100.9450263988938,2.977852099150182
transit,100.94752209567164,2.969210104428469
transit,100.95001775366055,2.9605681026914064
transit,100.95251337297418,2.9519260939595102
transit,100.95500895372619,2.943284078253301
transit,100.95750449603025,2.9346420555932924
WP5,100.96,2.926000026
transit,100.96736807373901,2.9208731072894585
transit,100.97473608064752,2.915746139566842
transit,100.982104020843,2.910619122918749
transit,100.98947189444291,2.905492057431779
transit,100.99683970156477,2.900364943192523
transit,101.00420744232602,2.895237780287576
transit,101.01157511684417,2.8901105688035282
transit,101.01894272523668,2.8849833088269676
transit,101.02631026762107,2.879856000444479
transit,101.03367774411478,2.874728643742649
transit,101.04104515483532,2.869601238808057
transit,101.04841249990017,2.8644737857272835
transit,101.0557797794268,2.859346284586906
transit,101.0631469935327,2.8542187354735002
transit,101.07051414233536,2.849091138473637
transit,101.07788122595225,2.8439634936738916
transit,101.08524824450087,2.8388358011608297
transit,101.0926151980987,2.8337080610210186
transit,101.0999820868632,2.8285802733410237
transit,101.10734891091191,2.823452438207407
transit,101.11471567036226,2.8183245557067305
transit,101.12208236533176,2.813196625925549
transit,101.12944899593789,2.808068648950422
transit,101.13681556229815,2.8029406248679027
transit,101.14418206453,2.797812553764542
transit,101.15154850275094,2.792684435726891
transit,101.15891487707846,2.787556270841498
transit,101.16628118763005,2.7824280591949067
transit,101.17364743452318,2.7772998008736636
transit,101.18101361787534,2.772171495964307
transit,101.18837973780401,2.7670431445533787
transit,101.19574579442671,2.761914746727415
transit,101.2031117878609,2.756786302572953
transit,101.21047771822407,2.7516578121765236
transit,101.21784358563372,2.746529275624659
transit,101.22520939020733,2.741400693003888
transit,101.23257513206238,2.73627206440074
transit,101.23994081131636,2.731143389901736
transit,101.24730642808677,2.7260146695934018
transit,101.2546719824911,2.7208859035622575
transit,101.26203747464683,2.715757091894822
transit,101.26940290467145,2.7106282346776136
transit,101.27676827268246,2.705499331997145
transit,101.28413357879734,2.7003703839399296
transit,101.29149882313357,2.69524139059248
transit,101.29886400580865,2.6901123520413024
transit,101.30622912694008,2.6849832683729047
transit,101.31359418664533,2.6798541396737914
transit,101.32095918504191,2.674724966030466
transit,101.32832412224731,2.6695957475294287
transit,101.335688998379,2.664466484257178
transit,101.34305381355449,2.659337176300211
transit,101.35041856789125,2.654207823745022
transit,101.35778326150681,2.6490784266781042
transit,101.36514789451863,2.6439489851859483
transit,101.3725124670442,2.6388194993550425
transit,101.37987697920104,2.6336899692718747
transit,101.38724143110662,2.628560395022929
transit,101.39460582287843,2.623430776694687
transit,101.40197015463397,2.618301114373633
transit,101.40933442649074,2.613171408146242
transit,101.41669863856623,2.608041658098994
transit,101.42406279097791,2.602911864318363
transit,101.43142688384332,2.597782026890821
transit,101.4387909172799,2.59265214590284
transit,101.44615489140519,2.5875222214408895
transit,101.45351880633665,2.582392253591437
transit,101.46088266219179,2.577262242440946
transit,101.4682464590881,2.572132188075882
transit,101.47561019714308,2.5670020905827053
transit,101.48297387647423,2.5618719500478755
transit,101.49033749719904,2.5567417665578507
transit,101.49770105943499,2.5516115401990853
transit,101.50506456329958,2.546481271058034
transit,101.51242800891032,2.5413509592211496
transit,101.51979139638469,2.536220604774879
transit,101.5271547258402,2.531090207805674
transit,101.53451799739433,2.525959768399978
transit,101.54188121116461,2.5208292866442363
transit,101.54924436726849,2.5156987626248917
transit,101.55660746582349,2.510568196428383
transit,101.5639705069471,2.5054375881411506
transit,101.57133349075683,2.50030693784963
transit,101.57869641737017,2.4951762456402578
transit,101.58605928690461,2.490045511599464
transit,101.59342209947765,2.4849147358136827
transit,101.6007848552068,2.4797839183693413
transit,101.60814755420955,2.474653059352868
transit,101.61551019660338,2.4695221588506877
transit,101.62287278250582,2.4643912169492235
transit,101.63023531203434,2.459260233734899
transit,101.63759778530645,2.4541292092941327
transit,101.64496020243966,2.448998143713344
transit,101.65232256355146,2.4438670370789466
transit,101.65968486875934,2.4387358894773596
transit,101.6670471181808,2.433604700994991
transit,101.67440931193336,2.428473471718254
transit,101.68177145013449,2.4233422017335564
transit,101.6891335329017,2.4182108911273064
transit,101.69649556035252,2.413079539985908
transit,101.7038575326044,2.4079481483957674
transit,101.71121944977487,2.4028167164432834
transit,101.71858131198142,2.3976852442148573
transit,101.72594311934157,2.392553731796887
transit,101.73330487197279,2.387422179275769
transit,101.7406665699926,2.3822905867378976
transit,101.7480282135185,2.377158954269665
transit,101.75538980266798,2.3720272819574646
transit,101.76275133755856,2.3668955698876823
transit,101.77011281830771,2.361763818146708
transit,101.77747424503296,2.356632026820926
transit,101.78483561785181,2.3515001959967203
transit,101.79219693688175,2.3463683257604733
transit,101.7995582022403,2.341236416198566
transit,101.80691941404494,2.336104467397376
transit,101.81428057241318,2.3309724794432802
transit,101.82164167746252,2.325840452422655
transit,101.82900272931049,2.320708386421872
transit,101.83636372807455,2.3155762815273033
transit,101.84372467387223,2.31044413782532
transit,101.85108556682103,2.305311955402289
transit,101.85844640703843,2.3001797343445767
transit,101.86580719464197,2.2950474747385483
transit,101.87316792974913,2.289915176670566
transit,101.88052861247742,2.2847828402269923
transit,101.88788924294435,2.2796504654941856
transit,101.89524982126743,2.274518052558505
transit,101.90261034756413,2.269385601506305
transit,101.90997082195199,2.264253112423941
transit,101.91733124454849,2.259120585397766
transit,101.92469161547116,2.2539880205141296
transit,101.93205193483747,2.248855417859384
transit,101.93941220276497,2.2437227775198725
transit,101.94677241937113,2.2385900995819448
transit,101.95413258477348,2.233457384131943
transit,101.96149269908949,2.2283246312562115
transit,101.96885276243671,2.2231918410410896
transit,101.9762127749326,2.2180590135729177
transit,101.98357273669471,2.2129261489380334
transit,101.99093264784052,2.2077932472227713
transit,101.99829250848754,2.2026603085134666
transit,102.00565231875328,2.1975273328964513
transit,102.01301207875524,2.192394320458058
transit,102.02037178861093,2.1872612712846147
transit,102.02773144843786,2.182128185462449
transit,102.03509105835354,2.176995063077888
transit,102.04245061847547,2.171861904217255
transit,102.04981012892117,2.166728708966873
transit,102.05716958980813,2.1615954774130643
transit,102.06452900125385,2.1564622096421475
transit,102.07188836337586,2.1513289057404394
transit,102.07924767629166,2.146195565794258
transit,102.08660694011877,2.1410621898899183
transit,102.09396615497467,2.1359287781137315
transit,102.10132532097688,2.1307953305520098
transit,102.10868443824293,2.1256618472910653
transit,102.1160435068903,2.120528328417203
transit,102.12340252703652,2.115394774016732
transit,102.13076149879907,2.1102611841759553
transit,102.1381204222955,2.1051275589811773
transit,102.14547929764329,2.0999938985187017
transit,102.15283812495996,2.0948602028748264
transit,102.160196904363,2.089726472135852
transit,102.16755563596995,2.084592706388073
transit,102.17491431989829,2.0794589057177886
transit,102.18227295626555,2.0743250702112914
transit,102.18963154518923,2.0691911999548736
transit,102.19699008678685,2.0640572950348264
transit,102.20434858117592,2.05892335553744
transit,102.21170702847394,2.0537893815490005
transit,102.21906542879843,2.048655373155795
transit,102.22642378226689,2.0435213304441096
transit,102.23378208899683,2.0383872535002268
transit,102.24114034910578,2.033253142410428
transit,102.24849856271123,2.028118997260994
transit,102.2558567299307,2.0229848181382017
transit,102.26321485088171,2.0178506051283316
transit,102.27057292568176,2.012716358317656
transit,102.27793095444835,2.007582077792452
transit,102.28528893729903,2.00244776363899
transit,102.29264687435126,1.9973134159435422
transit,102.3000047657226,1.9921790347923782
transit,102.30736261153054,1.9870446202717655
transit,102.31472041189258,1.9819101724679717
transit,102.32207816692626,1.9767756914672616
transit,102.32943587674907,1.9716411773558984
transit,102.33679354147853,1.9665066302201457
transit,102.34415116123216,1.9613720501462628
transit,102.35150873612747,1.9562374372205096
transit,102.35886626628196,1.9511027915291435
transit,102.36622375181315,1.9459681131584208
transit,102.37358119283857,1.9408334021945972
transit,102.38093858947572,1.935698658723926
transit,102.3882959418421,1.9305638828326581
transit,102.39565325005523,1.925429074607045
transit,102.40301051423265,1.920294234133335
transit,102.41036773449184,1.9151593614977762
transit,102.41772491095034,1.910024456786615
transit,102.42508204372564,1.9048895200860958
transit,102.43243913293527,1.8997545514824623
transit,102.43979617869674,1.8946195510619552
transit,102.44715318112758,1.889484518910817
transit,102.45451014034526,1.8843494551152842
transit,102.46186705646734,1.8792143597615973
transit,102.46922392961133,1.8740792329359908
transit,102.47658075989472,1.868944074724699
transit,102.48393754743505,1.8638088852139574
transit,102.4912942923498,1.858673664489995
transit,102.49865099475655,1.853538412639045
transit,102.50600765477274,1.8484031297473364
transit,102.51336427251593,1.8432678159010962
transit,102.52072084810364,1.83813247118655
transit,102.52807738165336,1.8329970956899249
transit,102.53543387328261,1.8278616894974433
transit,102.54279032310893,1.8227262526953285
transit,102.55014673124981,1.8175907853697992
transit,102.55750309782279,1.8124552876070774
transit,102.56485942294536,1.8073197594933814
transit,102.57221570673505,1.802184201114926
transit,102.57957194930938,1.797048612557929
transit,102.58692815078587,1.7919129939086027
transit,102.59428431128202,1.7867773452531608
transit,102.60164043091537,1.7816416666778148
transit,102.6089965098034,1.7765059582687748
transit,102.61635254806366,1.7713702201122492
transit,102.62370854581367,1.7662344522944466
transit,102.63106450317092,1.761098654901572
transit,102.63842042025296,1.7559628280198303
transit,102.64577629717728,1.7508269717354255
transit,102.65313213406141,1.7456910861345591
transit,102.66048793102286,1.7405551713034326
transit,102.66784368817916,1.735419227328246
transit,102.67519940564782,1.7302832542951962
transit,102.68255508354636,1.725147252290482
transit,102.6899107219923,1.7200112214002978
transit,102.69726632110316,1.7148751617108373
transit,102.70462188099646,1.7097390733082953
transit,102.71197740178971,1.7046029562788627
transit,102.71933288360043,1.6994668107087305
transit,102.72668832654614,1.6943306366840876
transit,102.73404373074436,1.6891944342911214
transit,102.74139909631262,1.6840582036160194
transit,102.74875442336842,1.678921944744967
transit,102.75610971202929,1.673785657764148
transit,102.76346496241275,1.6686493427597462
transit,102.77082017463631,1.6635129998179425
transit,102.77817534881751,1.6583766290249164
transit,102.78553048507385,1.653240230466849
transit,102.79288558352285,1.648103804229917
transit,102.80024064428204,1.642967350400297
transit,102.80759566746895,1.6378308690641663
transit,102.81495065320107,1.6326943603076969
transit,102.82230560159593,1.627557824217063
transit,102.82966051277107,1.622421260878435
transit,102.837015386844,1.6172846703779853
transit,102.84437022393223,1.6121480528018823
transit,102.85172502415328,1.6070114082362945
transit,102.8590797876247,1.6018747367673885
transit,102.86643451446398,1.5967380384813301
transit,102.87378920478864,1.5916013134642835
transit,102.88114385871621,1.5864645618024122
transit,102.88849847636423,1.5813277835818789
transit,102.89585305785019,1.576190978888844
transit,102.90320760329163,1.5710541478094675
transit,102.91056211280608,1.5659172904299077
transit,102.91791658651103,1.5607804068363227
transit,102.92527102452402,1.5556434971148676
transit,102.93262542696257,1.5505065613516982
transit,102.93997979394422,1.5453695996329682
transit,102.94733412558647,1.5402326120448304
transit,102.95468842200684,1.5350955986734367
transit,102.96204268332286,1.5299585596049368
transit,102.96939690965205,1.5248214949254808
transit,102.97675110111193,1.519684404721216
transit,102.98410525782003,1.5145472890782903
transit,102.99145937989388,1.5094101480828477
transit,102.99881346745097,1.5042729818210352
transit,103.00616752060886,1.4991357903789955
transit,103.01352153948505,1.493998573842871
transit,103.02087552419707,1.4888613322988025
transit,103.02822947486244,1.4837240658329311
transit,103.03558339159869,1.4785867745313956
transit,103.04293727452334,1.4734494584803337
transit,103.0502911237539,1.4683121177658822
